task_id,sample_group,split,reads_text,closed_outcome,writes_content,physical,live_human,same_rules,errors_lose_money,loss_recoverable,outcome_visible,speed_value,digital_input,licensed_signoff,time_per_item,volume,money_link,buyer,sell_model,labeler_a,labeler_b
18357,random,heldout,no,no,no,yes,no,no,no,no,yes,no,no,yes,1,1,1,healthcare_admin,not_outsourced,no|no|no|yes|no|no|no|no|yes|no|no|yes|1|1|1|healthcare_admin|not_outsourced,no|no|no|yes|no|no|no|no|yes|no|no|yes|1|1|1|healthcare_admin|not_outsourced
18409,random,heldout,no,no,no,unsure,no,no,no,no,yes,no,no,yes,1,1,1,healthcare_admin,not_outsourced,no|no|no|no|yes|no|no|no|yes|no|no|yes|1|1|1|healthcare_admin|per_item,no|no|no|unsure|no|no|no|no|yes|no|no|no|1|1|1|healthcare_admin|not_outsourced
18421,random,heldout,no,no,no,no,no,yes,no,no,no,yes,yes,no,1,0,0,healthcare_admin,not_outsourced,no|no|no|no|no|yes|no|no|no|yes|yes|yes|1|0|0|healthcare_admin|not_outsourced,no|no|no|no|no|yes|no|no|no|yes|yes|no|1|0|0|healthcare_admin|not_outsourced
18494,random,dev,no,no,no,no,no,no,no,no,yes,no,yes,no,1,1,1,legal,per_item,no|no|no|no|no|no|no|no|no|no|yes|no|1|1|1|legal|per_item,no|no|no|no|no|no|no|no|yes|no|yes|no|1|1|1|legal|per_item
18655,likely_good,dev,no,no,no,yes,no,no,no,no,no,yes,no,no,1,1,1,media_publishing,other,no|no|no|yes|no|no|no|no|no|no|no|no|2|1|1|media_publishing|other,no|no|no|yes|no|no|no|no|no|yes|no|no|1|1|1|media_publishing|other
18744,likely_bad,heldout,no,no,no,yes,no,no,no,no,no,no,no,no,1,2,0,other,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|1|0|other|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|2|0|other|not_outsourced
18843,random,dev,no,no,no,no,yes,no,yes,no,yes,no,no,no,2,0,3,other,not_outsourced,no|no|no|no|yes|no|yes|no|yes|no|no|no|2|0|3|other|not_outsourced,no|no|no|no|yes|no|yes|no|yes|no|no|no|2|0|3|other|not_outsourced
18868,anchor_high,dev,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,1,2,1,hr_recruiting,per_lead,yes|yes|no|no|no|yes|no|no|yes|yes|yes|no|1|2|1|hr_recruiting|per_lead,yes|yes|no|no|no|yes|no|no|yes|yes|yes|no|1|2|1|hr_recruiting|per_lead
18966,likely_good,heldout,no,no,yes,no,no,no,no,no,yes,no,yes,no,3,0,1,software_it,other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|1|software_it|other,no|no|yes|no|no|no|no|no|yes|no|yes|no|2|0|1|software_it|other
19204,random,heldout,no,no,no,yes,no,yes,no,no,yes,no,no,no,1,0,1,healthcare_admin,per_item,no|no|no|yes|no|yes|no|no|yes|no|no|no|1|0|1|healthcare_admin|per_item,no|no|no|yes|no|yes|no|no|yes|no|no|no|1|0|1|healthcare_admin|not_outsourced
19333,likely_bad,dev,no,no,no,yes,no,no,no,no,no,no,no,no,1,2,1,healthcare_admin,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|2|1|healthcare_admin|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|2|1|healthcare_admin|not_outsourced
19428,random,dev,no,no,no,yes,no,no,yes,no,yes,no,no,no,1,1,1,manufacturing_quality,not_outsourced,no|no|no|yes|no|no|no|no|yes|no|no|no|1|1|1|manufacturing_quality|not_outsourced,no|no|no|yes|no|no|yes|no|yes|no|no|no|1|1|1|manufacturing_quality|not_outsourced
19537,likely_good,dev,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,2,0,2,manufacturing_quality,other,yes|yes|no|no|no|yes|yes|no|yes|no|yes|no|2|0|2|manufacturing_quality|other,yes|yes|no|no|no|yes|yes|no|yes|no|yes|no|2|0|2|manufacturing_quality|other
19638,likely_good,heldout,no,no,no,no,no,no,no,no,yes,yes,yes,no,3,0,1,manufacturing_quality,other,no|no|no|no|no|no|no|no|yes|yes|yes|no|3|0|1|manufacturing_quality|other,no|no|no|no|no|no|no|no|yes|yes|yes|no|3|0|1|manufacturing_quality|other
19639,likely_good,heldout,no,no,yes,no,no,no,no,no,no,no,yes,no,3,0,1,government,other,no|no|yes|no|no|no|no|no|no|no|yes|no|3|0|1|government|other,no|no|yes|no|no|no|no|no|no|no|yes|no|3|0|1|government|other
19648,likely_good,dev,no,no,yes,no,no,no,yes,no,yes,no,yes,no,2,0,2,real_estate,other,no|no|yes|no|no|no|yes|no|yes|no|yes|no|2|0|2|real_estate|other,no|no|yes|no|no|no|no|no|yes|no|yes|no|2|0|1|real_estate|other
19853,likely_bad,dev,no,no,no,yes,no,no,no,no,no,no,no,no,2,1,1,real_estate,other,no|no|no|yes|no|no|no|no|no|no|no|no|2|1|1|real_estate|other,no|no|no|yes|no|no|no|no|no|no|no|no|2|1|1|real_estate|other
19931,likely_bad,heldout,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,1,2,1,government,per_item,no|yes|no|yes|no|yes|no|no|yes|yes|no|yes|1|2|1|government|per_item,no|yes|no|yes|no|yes|no|no|no|yes|no|yes|1|2|1|government|per_item
20183,likely_good,dev,yes,yes,no,no,no,no,no,no,yes,no,yes,no,1,1,2,banking_fintech,other,yes|yes|no|no|no|no|no|no|yes|yes|yes|no|1|1|2|banking_fintech|other,yes|yes|no|no|no|no|yes|no|yes|no|yes|no|1|1|2|banking_fintech|other
20330,likely_good,heldout,no,no,no,no,no,no,yes,no,yes,yes,yes,no,2,0,2,ecommerce_marketplaces,other,no|no|no|no|no|no|yes|no|yes|yes|yes|no|2|0|2|ecommerce_marketplaces|other,no|no|no|no|no|no|no|no|yes|yes|yes|no|2|0|2|ecommerce_marketplaces|other
20434,likely_good,dev,no,no,no,no,yes,no,no,no,no,no,no,no,1,1,1,other,not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|1|1|other|not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|1|1|other|not_outsourced
20480,likely_good,dev,no,no,no,no,yes,no,no,no,no,no,no,yes,2,1,1,real_estate,other,no|no|no|no|yes|no|no|no|no|no|no|yes|2|1|1|real_estate|other,no|no|no|no|yes|no|no|no|no|no|no|yes|2|1|1|real_estate|other
20573,random,dev,no,no,no,yes,no,yes,no,no,no,no,no,no,1,1,1,healthcare_admin,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|1|1|healthcare_admin|not_outsourced,no|no|no|yes|no|yes|no|no|no|no|no|no|1|1|0|healthcare_admin|not_outsourced
21087,likely_good,dev,no,no,no,no,no,no,yes,no,yes,yes,yes,no,3,0,2,manufacturing_quality,other,no|no|no|no|no|no|yes|no|yes|yes|yes|no|2|1|2|manufacturing_quality|other,no|no|no|no|no|yes|yes|no|yes|yes|yes|no|3|0|3|manufacturing_quality|other
21146,likely_good,dev,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,0,2,1,other,subscription,no|yes|no|yes|no|yes|yes|no|yes|yes|no|no|0|3|1|other|subscription,no|yes|no|yes|no|yes|yes|no|yes|yes|no|no|0|2|1|other|subscription
21165,likely_good,dev,no,no,no,no,yes,no,no,no,no,no,yes,no,0,1,1,accounting_finance_ops,subscription,no|no|no|no|yes|no|no|no|no|no|yes|no|0|1|1|accounting_finance_ops|subscription,no|no|no|no|yes|no|no|no|no|yes|yes|no|0|1|1|accounting_finance_ops|subscription
21417,anchor_high,dev,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,1,2,3,insurance,per_item,yes|yes|no|no|no|yes|yes|yes|yes|yes|yes|no|1|2|3|insurance|per_item,yes|yes|no|no|no|yes|yes|yes|yes|yes|yes|no|1|2|3|insurance|per_item
21471,likely_good,heldout,no,no,no,no,yes,no,no,no,no,no,yes,no,1,1,1,software_it,not_outsourced,no|no|no|no|yes|no|no|no|no|no|yes|no|1|1|1|software_it|not_outsourced,no|no|no|no|yes|no|no|no|no|no|yes|no|1|1|1|software_it|not_outsourced
21508,likely_good,dev,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,2,0,2,accounting_finance_ops,other,yes|no|no|no|no|yes|no|no|yes|no|yes|no|2|0|1|accounting_finance_ops|other,yes|no|no|no|no|yes|yes|yes|yes|no|yes|no|2|0|2|accounting_finance_ops|other
21552,likely_good,dev,yes,no,no,no,no,no,no,no,yes,no,yes,no,2,1,1,real_estate,subscription,yes|no|no|no|no|no|no|no|yes|no|yes|no|1|1|1|real_estate|subscription,yes|no|no|no|no|no|no|no|yes|no|yes|yes|2|1|1|real_estate|subscription
21563,likely_good,dev,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,1,1,3,real_estate,per_item,yes|no|no|no|no|no|yes|no|yes|yes|yes|yes|1|1|2|real_estate|per_item,yes|no|no|yes|no|no|yes|no|yes|yes|no|yes|1|1|3|real_estate|per_item
21652,likely_good,dev,no,no,yes,no,no,no,no,no,yes,no,yes,no,3,0,1,software_it,other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|1|software_it|other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|1|software_it|other
21677,likely_good,dev,no,no,no,no,yes,no,no,no,no,no,no,no,1,1,1,software_it,not_outsourced,no|no|no|no|yes|no|no|no|no|no|yes|no|1|1|1|software_it|not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|1|1|software_it|not_outsourced
21704,likely_good,dev,no,no,no,no,no,no,no,no,no,no,yes,no,2,0,0,software_it,not_outsourced,no|no|no|no|no|no|no|no|no|no|yes|no|2|0|1|software_it|not_outsourced,no|no|no|no|no|no|no|no|no|no|yes|no|1|0|0|software_it|subscription
21714,likely_good,dev,no,no,yes,no,no,no,no,no,yes,yes,yes,no,2,1,1,software_it,other,no|no|yes|no|no|no|no|no|yes|yes|yes|no|2|1|1|software_it|other,no|no|yes|no|no|no|no|no|yes|yes|yes|no|2|1|1|software_it|other
21747,random,dev,no,no,no,no,no,no,no,no,yes,no,yes,no,2,0,1,software_it,other,no|no|no|no|no|no|no|no|yes|no|yes|no|2|0|1|software_it|other,no|no|no|no|no|no|no|no|yes|no|yes|no|2|1|1|software_it|other
21752,likely_good,dev,no,no,yes,no,no,no,no,no,no,no,yes,no,3,0,1,software_it,other,no|no|yes|no|no|no|no|no|no|no|yes|no|3|0|1|software_it|other,no|no|yes|no|no|no|no|no|no|no|yes|no|3|0|1|software_it|other
21832,likely_good,dev,yes,no,no,no,no,no,no,no,yes,yes,yes,no,2,0,1,software_it,other,yes|no|no|no|no|no|no|no|yes|yes|yes|no|2|0|1|software_it|other,yes|no|no|no|no|no|no|no|yes|yes|yes|no|2|0|1|software_it|other
21934,likely_good,dev,yes,yes,no,no,no,yes,no,no,yes,no,no,no,1,2,1,real_estate,other,yes|yes|no|no|no|yes|no|no|yes|no|no|no|1|2|1|real_estate|other,yes|yes|no|no|no|yes|no|no|yes|no|no|no|1|1|1|real_estate|other
21944,likely_good,heldout,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,1,1,1,real_estate,other,yes|yes|no|no|no|no|no|no|yes|no|no|yes|2|1|1|real_estate|other,yes|yes|no|no|no|yes|yes|no|yes|no|no|yes|1|1|1|real_estate|other
22227,likely_good,dev,no,no,yes,no,no,no,no,no,no,no,yes,no,2,0,1,government,other,no|no|yes|no|no|no|no|no|no|no|yes|no|2|0|1|government|other,no|no|no|no|no|no|no|no|no|no|yes|no|2|0|1|government|other
22283,random,heldout,no,yes,no,yes,no,yes,no,no,yes,no,no,no,1,1,1,manufacturing_quality,per_item,no|yes|no|yes|no|yes|no|no|yes|no|no|no|1|1|1|manufacturing_quality|per_item,no|yes|no|yes|no|yes|no|no|yes|no|no|no|1|1|1|manufacturing_quality|other
22434,random,dev,no,no,no,yes,no,no,yes,no,yes,no,no,no,0,1,1,education,not_outsourced,no|no|no|yes|no|no|yes|no|yes|no|no|no|0|1|1|education|not_outsourced,no|no|no|yes|no|no|yes|no|no|no|no|no|0|1|1|education|not_outsourced
22445,likely_good,heldout,no,no,yes,no,no,no,no,no,yes,no,yes,no,3,0,1,education,other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|1|education|other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|1|education|other
22583,random,heldout,no,no,no,yes,no,no,no,no,no,no,no,no,1,1,1,media_publishing,other,no|no|no|yes|no|no|no|no|no|no|no|no|1|1|1|media_publishing|other,no|no|no|yes|no|no|no|no|no|no|no|no|1|1|1|media_publishing|other
22628,random,dev,yes,no,no,no,no,no,no,no,yes,yes,yes,no,2,1,1,media_publishing,not_outsourced,yes|no|no|no|no|no|no|no|yes|yes|yes|no|2|1|1|media_publishing|not_outsourced,yes|no|no|no|no|no|no|no|yes|yes|yes|no|2|1|1|media_publishing|not_outsourced
22633,likely_good,dev,no,no,no,no,yes,no,no,no,no,no,no,no,1,1,0,media_publishing,not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|1|0|media_publishing|not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|1|1|media_publishing|not_outsourced
22681,random,dev,no,no,no,yes,no,no,no,no,no,no,no,no,0,2,1,media_publishing,other,no|no|no|yes|no|no|no|no|no|no|no|no|0|2|1|media_publishing|other,no|no|no|yes|no|no|no|no|no|no|no|no|0|2|1|media_publishing|other
22754,anchor_low,heldout,no,no,no,yes,no,no,no,no,yes,no,no,yes,2,1,1,healthcare_admin,per_item,no|no|no|yes|no|no|no|no|yes|no|no|yes|2|1|1|healthcare_admin|per_item,no|no|no|yes|no|no|no|no|yes|no|no|yes|2|1|1|healthcare_admin|not_outsourced
22881,anchor_high,dev,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,1,2,2,healthcare_admin,per_item,yes|yes|no|no|no|yes|yes|yes|yes|yes|yes|no|1|2|2|healthcare_admin|per_item,yes|yes|no|no|no|yes|yes|yes|yes|yes|yes|no|1|2|2|healthcare_admin|per_item
22961,anchor_low,heldout,no,no,no,yes,no,no,no,no,yes,yes,no,no,1,0,1,government,not_outsourced,no|no|no|yes|no|no|no|no|yes|yes|no|no|1|0|1|government|not_outsourced,no|no|no|yes|no|no|no|no|yes|yes|no|no|1|0|1|government|not_outsourced
23083,likely_bad,dev,no,no,no,yes,no,no,no,no,no,no,no,no,0,2,1,education,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|2|1|education|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|2|1|education|not_outsourced
23084,likely_bad,dev,no,no,no,yes,no,no,no,no,no,no,no,no,1,1,0,education,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|1|0|education|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|1|0|education|not_outsourced
23112,likely_bad,dev,no,no,no,yes,no,no,no,no,no,no,no,no,0,3,1,other,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|3|1|other|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|3|1|other|not_outsourced
23224,random,dev,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,1,1,2,sales_marketing,subscription,no|no|no|no|no|yes|yes|no|yes|yes|yes|no|1|1|2|sales_marketing|subscription,no|no|no|no|no|yes|yes|no|yes|yes|yes|no|1|1|2|sales_marketing|subscription
23265,likely_good,dev,no,no,no,no,yes,no,no,no,no,no,no,no,1,2,1,accounting_finance_ops,not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|2|1|accounting_finance_ops|not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|2|1|accounting_finance_ops|not_outsourced
23267,anchor_high,dev,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,1,2,1,government,per_item,yes|yes|no|no|no|yes|no|no|yes|yes|yes|no|1|2|1|government|per_item,yes|yes|no|no|no|yes|no|no|yes|yes|no|no|1|2|1|government|not_outsourced
23301,anchor_high,dev,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,1,2,2,banking_fintech,per_item,yes|yes|no|no|no|yes|yes|no|yes|yes|yes|no|1|2|2|banking_fintech|per_item,yes|yes|no|no|no|yes|yes|no|yes|yes|yes|no|1|2|2|banking_fintech|per_item
23302,likely_good,heldout,no,no,no,no,no,no,yes,yes,yes,no,no,no,0,2,2,accounting_finance_ops,not_outsourced,no|no|no|no|no|no|yes|yes|yes|no|no|no|0|2|2|accounting_finance_ops|per_item,no|no|no|no|no|no|yes|yes|yes|no|no|no|0|2|2|accounting_finance_ops|not_outsourced
23320,likely_good,dev,no,no,no,no,no,no,no,no,no,yes,yes,no,0,2,1,insurance,per_item,no|no|no|no|no|no|no|no|no|yes|yes|no|0|2|1|insurance|per_item,no|no|no|no|no|no|yes|yes|yes|yes|yes|no|1|2|1|insurance|per_item
23429,likely_bad,dev,no,no,no,no,no,no,yes,no,yes,no,no,no,1,0,2,other,not_outsourced,no|no|no|no|no|no|yes|no|yes|no|no|no|1|0|2|other|not_outsourced,no|no|no|no|no|no|yes|no|yes|no|no|no|1|0|2|other|not_outsourced
23443,likely_bad,heldout,no,no,no,yes,no,no,no,no,yes,no,no,no,2,1,1,real_estate,other,no|no|no|yes|no|no|no|no|yes|no|no|no|2|1|1|real_estate|other,no|no|no|yes|no|no|no|no|yes|no|no|no|2|1|1|real_estate|other
23459,anchor_low,dev,no,no,no,yes,no,no,no,no,no,no,no,no,1,2,1,real_estate,other,no|no|no|yes|no|no|no|no|yes|no|no|no|1|2|1|real_estate|other,no|no|no|yes|no|no|no|no|no|no|no|no|1|2|1|real_estate|other
23582,anchor_low,heldout,no,no,no,yes,no,no,no,no,yes,no,no,no,1,2,1,manufacturing_quality,other,no|no|no|yes|no|no|no|no|yes|no|no|no|1|2|1|manufacturing_quality|other,no|no|no|yes|no|no|no|no|yes|no|no|no|1|2|1|manufacturing_quality|other
23678,random,heldout,no,no,no,yes,no,no,no,no,no,no,no,no,1,2,1,manufacturing_quality,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|2|1|manufacturing_quality|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|1|2|1|manufacturing_quality|not_outsourced
23702,random,dev,no,no,no,yes,yes,no,no,no,no,no,no,no,1,0,1,logistics_supply_chain,not_outsourced,no|no|no|yes|yes|no|no|no|no|no|no|no|1|1|1|logistics_supply_chain|not_outsourced,no|no|no|yes|yes|no|no|no|no|no|no|no|1|0|1|logistics_supply_chain|not_outsourced
23729,likely_bad,dev,no,no,no,yes,no,no,no,no,yes,yes,no,no,1,0,1,education,not_outsourced,no|no|no|yes|no|no|no|no|yes|yes|no|no|1|0|1|education|not_outsourced,no|no|no|yes|no|no|no|no|yes|yes|no|no|1|0|1|education|not_outsourced
23749,likely_bad,heldout,no,no,no,yes,no,no,no,no,no,no,no,no,0,2,1,logistics_supply_chain,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|2|1|logistics_supply_chain|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|2|1|logistics_supply_chain|not_outsourced
23880,likely_bad,dev,no,no,no,yes,no,no,no,no,no,yes,no,no,0,3,1,logistics_supply_chain,not_outsourced,no|no|no|yes|no|no|no|no|no|yes|no|no|0|3|1|logistics_supply_chain|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|0|3|1|logistics_supply_chain|not_outsourced
23885,likely_bad,dev,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,0,3,1,logistics_supply_chain,other,no|yes|no|yes|no|yes|yes|no|yes|yes|no|no|0|3|1|logistics_supply_chain|other,no|yes|no|yes|no|yes|yes|no|yes|yes|no|no|0|3|1|logistics_supply_chain|not_outsourced
23964,likely_good,heldout,no,no,yes,no,no,no,no,no,yes,no,yes,no,3,0,2,education,other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|2|education|other,no|no|yes|no|no|no|no|no|yes|no|yes|no|3|0|2|other|other
23965,random,dev,no,no,no,yes,no,no,no,no,no,no,no,no,2,0,0,government,not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|2|0|0|government|not_outsourced,no|no|no|yes|no|no|no|no|no|no|no|no|2|0|0|government|not_outsourced
24035,random,dev,no,no,no,no,yes,no,no,no,no,no,no,no,2,1,0,healthcare_admin,not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|1|1|0|healthcare_admin|not_outsourced,no|no|no|no|yes|no|no|no|no|no|no|no|2|1|1|healthcare_admin|not_outsourced
